id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	duration_h	in_range_h	in_range_percent	impermanent_loss	price_lower	price_upper	price_range	price_mid	wallet	auto_rebalance	cutoff_tick_low	cutoff_tick_high	buffer_ticks_below	buffer_ticks_above	tick_spaces_below	tick_spaces_above	dust_bp	pool_id	pool_symbol
152351	-80850	-80500	350	8514222898323053985341	2213335407659456847	8505.06	2.76	0.97	11.84	2	2	100	0.01	0.0003	0.0003	0.0000	0.0003	0x1aaa7ba2Df279D29A174E6E5Acd84378593A18fe	1	-887272	887272	0	0	3	3	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
112432	-81150	-81100	50	12452063850817595912869	927668396695551796	8281.85	2.67	0.97	11.79	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0x8e43aE6f5a23e23909433828573e1187712dAa84	1	-887272	887272	0	0	0	0	50	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
205033	-104	-103	1	586435218126965836102	8994507012104841331149	5168.43	1.67	0.97	11.78	2	2	100	0.00	0.9897	0.9898	0.0001	0.9897	0x90e516B4fDE35FaF085B5f1858a8bAf25D92B928	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
272863	-80	-79	1	3109782168218187468179	6006902591100457312466	4895.02	1.58	0.97	11.81	1	1	100	0.00	0.9920	0.9921	0.0001	0.9921	0x90e516B4fDE35FaF085B5f1858a8bAf25D92B928	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
272864	-80	-79	1	3054851108037050049023	5900796918778389192894	4808.56	1.55	0.97	11.76	1	1	100	0.00	0.9920	0.9921	0.0001	0.9921	0x2435782Ae15482c9BF7E73FbFf8B33EaeC5cbd2F	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
243132	-78	-77	1	8733095770970289917318	64923508729041091916	4672.33	1.52	0.97	11.85	1	1	100	0.00	0.9922	0.9923	0.0001	0.9923	0xa3a916654f3bCcA2fE69a23FF3D56784C04cb057	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
375685	-82250	-82200	50	7905881509547044861158	100581049905537218	4379.07	1.41	0.97	11.77	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
243134	-78	-77	1	5759956881248040464449	1475550241236424521949	3855.33	1.24	0.97	11.74	1	1	100	0.00	0.9922	0.9923	0.0001	0.9923	0xe768b99eae0e08E63F518fCEAE5e9276142ec4be	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
233800	-83500	-83250	250	1991098878188642312515	639430070789534666	2208.25	0.71	0.97	11.80	1	1	100	0.01	0.0002	0.0002	0.0000	0.0002	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	1	-887272	887272	-48	-48	2	2	400	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
175819	-80600	-80150	450	1524409639013587131752	583225522379364904	1859.27	0.60	0.97	11.80	3	3	100	0.00	0.0003	0.0003	0.0000	0.0003	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	1	-887272	887272	-50	-50	4	4	400	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
123494	-80650	-80450	200	15978217711577031770112	1869712681003049178	11849.92	3.81	0.96	11.74	1	1	100	0.01	0.0003	0.0003	0.0000	0.0003	0x1aaa7ba2Df279D29A174E6E5Acd84378593A18fe	1	-887272	887272	0	0	1	2	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
233904	-83450	-83400	50	472269046890546705825	4831115096317527872	8946.78	2.86	0.96	11.68	1	1	100	0.01	0.0002	0.0002	0.0000	0.0002	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
190316	198600	198700	100	7217701768	944616746599083367	8918.01	2.85	0.96	11.68	1	1	100	0.00	421363764.0482	425598327.4951	4234563.4469	423481045.7716	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
194497	199700	199800	100	6414435946	712327235244771797	7696.62	2.46	0.96	11.66	1	1	100	0.01	470356542.6974	475083467.0147	4726924.3173	472720004.8560	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
117202	50900	53000	2100	3827695376054536192	756321259211870389726	537.22	2.41	0.96	11.69	327	58	18	3.70	162.3485	200.2837	37.9352	181.3161	0xe5605d78BF6329b704Dc3F9bE89fD2d14D311E2E	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
359749	-139	-138	1	1510188287311923603208	2224127932035066032381	2002.94	1.93	0.96	11.73	61	61	100	0.00	0.9862	0.9863	0.0001	0.9862	0x8D3a576d540A072A1483E87f67e305E907659415	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
274867	-82800	-82450	350	3442468418605274373169	891975104392498004	3433.51	1.10	0.96	11.66	1	1	100	0.01	0.0003	0.0003	0.0000	0.0003	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	1	-887272	887272	-80	-80	3	3	400	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
243137	-78	-77	1	4725500219135658819584	1210549511404950576428	3162.94	01.01	0.96	11.69	1	1	100	0.00	0.9922	0.9923	0.0001	0.9923	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
240012	-84450	-84200	250	3351381022560019948680	628755764295072420	2911.34	0.93	0.96	11.63	1	1	100	0.00	0.0002	0.0002	0.0000	0.0002	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	1	-887272	887272	-48	-48	2	2	400	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
243140	-78	-77	1	3858446663198083659040	988433077201474658418	2582.59	0.82	0.96	11.63	1	1	100	0.00	0.9922	0.9923	0.0001	0.9923	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
379147	-81850	-81800	50	1438602953287822018226	993531041480109527	2552.25	0.81	0.96	11.65	1	1	100	0.02	0.0003	0.0003	0.0000	0.0003	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
328420	-136	-135	1	720158544564288030556	3001023820823195469827	2002.96	0.64	0.96	11.63	5	5	100	0.00	0.9865	0.9866	0.0001	0.9865	0x8D3a576d540A072A1483E87f67e305E907659415	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
196015	-82250	-81750	500	2065888839504391904487	448929492239795465	1905.06	0.61	0.96	11.73	1	1	100	0.08	0.0003	0.0003	0.0000	0.0003	0x6485b3D435aBc1F1A6Dfc410c9691e13A3A306Af	1	-887272	887272	0	0	4	5	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
118950	-80550	-80500	50	2866107481951759893295	180007850362584740	1845.92	0.59	0.96	11.67	1	1	100	0.02	0.0003	0.0003	0.0000	0.0003	0x737196A9Db1bCb86134Cc116cB12A822E9197Ca1	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
660491	-80650	-80450	200	554476347116906731250	296505224904984066	828.14	0.27	0.96	11.70	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0x92Dcb989f7EE0ccd8dDac9853307243C63F995d7	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
380479	-81850	-81700	150	160431971800738954687	23343873972348944	127.21	0.04	0.96	11.67	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0x430A128D8e32f9C946aBeC0A6Ca26A10a4Af7Cf0	0	0	0	0	0	1	1	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
104343	51600	51700	100	712602181636569496	157214284790549647015	108.87	0.03	0.96	11.63	1	1	100	0.09	174.1195	175.8694	1.7498	174.9945	0x0F4f442c8f609adcec807AD931261a96d195cd5a	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
104557	51300	51400	100	207196462719964130	25403001400750869759	20.69	0.01	0.96	11.66	1	1	100	0.04	168.9738	170.6719	1.6981	169.8228	0x01291d0D7A67a8b510E3c842466Ac1B669cD6257	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
402079	-145	-144	1	22476653294276812146309	32015519237083078916298	29223.48	9.29	0.95	11.61	12	12	100	0.00	0.9856	0.9857	0.0001	0.9857	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
396794	-143	-142	1	8559055172189289921598	45759032078191806446284	29254.74	9.27	0.95	11.57	13	13	100	0.00	0.9858	0.9859	0.0001	0.9859	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
543919	-146	-145	1	3582658655875910412238	49336633358991355921185	28544.17	09.08	0.95	11.61	11	10	91	0.00	0.9855	0.9856	0.0001	0.9856	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
205039	-104	-103	1	3027578191477046055252	45458424068076494489632	26155.19	8.30	0.95	11.58	5	3	60	0.00	0.9897	0.9898	0.0001	0.9897	0x1De84950009Ea000c4706a20b416f966e79c0d0A	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
118665	-80800	-80750	50	2308041301309237979222	7884255309069609120	15417.23	4.88	0.95	11.55	1	1	100	0.01	0.0003	0.0003	0.0000	0.0003	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
396797	-143	-142	1	2153764504619177595787	10431678888967661462894	6776.76	2.14	0.95	11.53	13	13	100	0.00	0.9858	0.9859	0.0001	0.9859	0xa3a916654f3bCcA2fE69a23FF3D56784C04cb057	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
402083	-145	-144	1	5206746895526259678204	7416437990739005378615	6769.66	2.14	0.95	11.53	12	12	100	0.00	0.9856	0.9857	0.0001	0.9857	0xa3a916654f3bCcA2fE69a23FF3D56784C04cb057	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
201585	199700	199800	100	6100522961	111003865286003671	6300.33	2.00	0.95	11.61	1	1	100	0.00	470356542.6974	475083467.0147	4726924.3173	472720004.8560	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
194729	-103	-102	1	2459887045061356897440	7152140252906090633365	5168.36	1.64	0.95	11.56	1	1	100	0.00	0.9898	0.9899	0.0001	0.9898	0x90e516B4fDE35FaF085B5f1858a8bAf25D92B928	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
382479	-81650	-81150	500	3528157280180899406848	1360919237235677958	4323.11	1.37	0.95	11.53	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	1	-887272	887272	-75	-75	5	4	400	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
272869	-80	-79	1	2019093225742965670997	3900111221082108177832	3178.20	01.01	0.95	11.60	1	1	100	0.00	0.9920	0.9921	0.0001	0.9921	0x83dE356B10Ec78D22d1735621a4B79bF108cE005	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
272872	-80	-79	1	1973676982808064495663	3812384514642081784260	3106.71	0.98	0.95	11.54	1	1	100	0.00	0.9920	0.9921	0.0001	0.9921	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
86654	-80450	-80250	200	1991137505222514868321	769579236410608497	2442.54	0.78	0.95	11.60	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	2	1	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
243142	-78	-77	1	3492822186864354224531	894769653085827439855	2337.86	0.74	0.95	11.60	1	1	100	0.00	0.9922	0.9923	0.0001	0.9923	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
243145	-78	-77	1	2523069563212771885056	646344404899125188124	1688.78	0.54	0.95	11.57	1	1	100	0.00	0.9922	0.9923	0.0001	0.9923	0x36706d51813C77549D67A3587925BfC7EFAeff66	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
195226	-101	-99	2	554506099031587527870	1572897232670738629519	1143.81	0.36	0.95	11.54	15	14	93	0.00	0.9900	0.9901	0.0002	0.9901	0xc8E96DCe32b48E78423cF237Be8cC03d99A1305F	1	-887272	887272	0	0	1	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
318433	200600	200800	200	142834368	89300736683774638	303.58	0.10	0.95	11.52	1	1	100	0.00	514649717.4174	525045806.3425	10396088.9252	519847761.8800	0x351CC5273cef5BfAD98897306b9D2d8E5e616f61	1	-887272	887272	0	0	1	0	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
379099	-82000	-81800	200	28052230035490407920992	7891768507194153031	29100.92	9.14	0.94	11.46	1	1	100	0.03	0.0003	0.0003	0.0000	0.0003	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	2	1	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
180034	-80250	-80100	150	25508906128056795512811	3067080014043669077	19065.97	5.98	0.94	11.45	1	1	100	0.05	0.0003	0.0003	0.0000	0.0003	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	1	1	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
181421	-80850	-80650	200	30568099555775133640065	1324844390394837691	18616.38	5.81	0.94	11.39	2	1	50	0.00	0.0003	0.0003	0.0000	0.0003	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	2	1	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
84652	-81250	-80750	500	9394708444832837174371	2250640160877632405	9039.74	2.84	0.94	11.46	2	2	100	0.05	0.0003	0.0003	0.0000	0.0003	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	4	5	50	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
251301	-83900	-83850	50	12957818539427816905790	1144574773746255843	8940.84	2.81	0.94	11.45	1	1	100	0.04	0.0002	0.0002	0.0000	0.0002	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
198274	199700	199800	100	203762509	3210041900529430815	5981.84	1.88	0.94	11.48	1	1	100	0.00	470356542.6974	475083467.0147	4726924.3173	472720004.8560	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
203047	199700	199800	100	1790788051	1931462707147983292	5267.42	1.65	0.94	11.41	1	1	100	0.00	470356542.6974	475083467.0147	4726924.3173	472720004.8560	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
145937	49700	49800	100	2072074561416635295	9252664204453857713044	5066.16	1.58	0.94	11.41	1	1	100	0.01	143.9911	145.4382	1.4471	144.7146	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
402086	-145	-144	1	3569552169303542423912	5084434263761516947549	4641.03	1.46	0.94	11.47	12	12	100	0.00	0.9856	0.9857	0.0001	0.9857	0x90e516B4fDE35FaF085B5f1858a8bAf25D92B928	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
543943	-146	-145	1	446159552969872461008	7717249207786516457725	4404.23	1.38	0.94	11.42	11	10	91	0.00	0.9855	0.9856	0.0001	0.9856	0x90e516B4fDE35FaF085B5f1858a8bAf25D92B928	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
402088	-145	-144	1	2437321889241112093296	3471696822935453237788	3168.93	0.99	0.94	11.41	12	12	100	0.00	0.9856	0.9857	0.0001	0.9857	0xad9abbCe8AEB19d3b364AAd1E8B967d2b934452B	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
396802	-143	-142	1	1133016242454783047042	4271274221057656565166	2908.12	0.91	0.94	11.47	13	13	100	0.00	0.9858	0.9859	0.0001	0.9859	0xe1B241a6949284E269Ed601F5f854E7Cbe54B1B5	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
376074	-82250	-82200	50	2444714317946387530294	714631092673527682	2584.48	0.81	0.94	11.38	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
272874	-80	-79	1	1616644629290590226453	3122735383790052966400	2544.72	0.80	0.94	11.49	1	1	100	0.00	0.9920	0.9921	0.0001	0.9921	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
272876	-80	-79	1	1443009289607285911225	2787338717583087501312	2271.40	0.71	0.94	11.46	1	1	100	0.00	0.9920	0.9921	0.0001	0.9921	0x5b98F66d31aC95588803C912d9aE6d2637009CDE	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
385656	-141	-140	1	3403703080534910062690	57877631707910121807	1838.62	0.58	0.94	11.49	24	24	100	0.00	0.9860	0.9861	0.0001	0.9860	0x36706d51813C77549D67A3587925BfC7EFAeff66	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
316963	-82550	-82500	50	962956834895010346043	162901678083629048	804.55	0.25	0.94	11.45	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0xbF12684f4E85b0e07b99a3E62c958f0f765b1C8D	0	0	0	0	0	0	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
267163	201000	201300	300	133628107	48668658544427050	221.23	0.07	0.94	11.42	1	1	100	0.00	535651899.5896	551964100.6614	16312201.0717	543808000.1255	0x5b1F874cB93fB2e9033EEc3bCcfACa015faed054	1	-887272	887272	0	0	1	1	100	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
146826	-67	-66	1	882221858418505936465	9203502523346548500160	5438.35	3.36	0.93	11.28	33	33	100	0.00	0.9933	0.9934	0.0001	0.9934	0x90e516B4fDE35FaF085B5f1858a8bAf25D92B928	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
92002	-80750	-79700	1050	6999300497479423496680	2465149120481607104	8153.90	2.54	0.93	11.35	2	2	100	0.07	0.0003	0.0003	0.0000	0.0003	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	10	10	50	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
396815	-143	-142	1	1428390171127618031569	7199307407476994874185	4646.10	1.44	0.93	11.31	13	13	100	0.00	0.9858	0.9859	0.0001	0.9859	0x90e516B4fDE35FaF085B5f1858a8bAf25D92B928	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
372330	-82300	-82250	50	4543694182506646052638	1151826569501090103	4485.99	1.38	0.93	11.26	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
378610	-82250	-81900	350	4789724940240114420617	1045544821291905632	4425.32	1.37	0.93	11.32	1	1	100	0.03	0.0003	0.0003	0.0000	0.0003	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	1	-887272	887272	-75	-75	3	3	400	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
275174	-82600	-82250	350	3005046559411700979696	993383798794813960	3383.77	01.05	0.93	11.31	1	1	100	0.01	0.0003	0.0003	0.0000	0.0003	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	1	-887272	887272	-80	-80	3	3	400	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
402090	-145	-144	1	2234512723963659622047	3182817484566588869452	2905.25	0.90	0.93	11.35	12	12	100	0.00	0.9856	0.9857	0.0001	0.9857	0xe1B241a6949284E269Ed601F5f854E7Cbe54B1B5	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
384260	-81500	-81450	50	1439129982276482100427	670232230098863236	1970.60	0.61	0.93	11.31	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
471641	201000	201300	300	849342178	606844832637445054	1941.66	0.60	0.93	11.34	1	1	100	0.00	535651899.5896	551964100.6614	16312201.0717	543808000.1255	0xc5A561bf0D9459383eD77809C9E97d570b64A7C9	0	0	0	0	0	1	1	0	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
95955	52100	52200	100	2797381130291925694	3046745291883063668076	1739.37	0.54	0.93	11.37	1	1	100	0.05	183.0464	184.8859	1.8396	183.9661	0xbb766B163Be5C2BE1D52Ce6Bb83427807eE11b88	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
86581	-80600	-80200	400	1410319651088545421496	524961773223713328	1693.81	0.53	0.93	11.37	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	1	-887272	887272	-40	-40	4	3	400	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
272878	-80	-79	1	1358713954178093115192	1708670924878012743680	1644.16	0.51	0.93	11.37	1	1	100	0.00	0.9920	0.9921	0.0001	0.9921	0x36706d51813C77549D67A3587925BfC7EFAeff66	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
226117	-91	-90	1	2408279753664491186691	386507389183376957176	1487.51	0.46	0.93	11.33	4	4	100	0.00	0.9909	0.9910	0.0001	0.9910	0x36706d51813C77549D67A3587925BfC7EFAeff66	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
130356	-81200	-80800	400	770644498125702399549	313057141114997921	972.72	0.30	0.93	11.26	1	1	100	0.01	0.0003	0.0003	0.0000	0.0003	0x49b99298d7f7b927623DD53D9D0C8389a97f107A	1	-887272	887272	0	0	4	3	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
152390	-80900	-80500	400	778343019533507416992	250513663861744603	864.22	0.27	0.93	11.33	4	4	100	0.00	0.0003	0.0003	0.0000	0.0003	0x49b99298d7f7b927623DD53D9D0C8389a97f107A	1	-887272	887272	0	0	4	3	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
58096	-19	-18	1	11898387389391972428	7246824058444991583	10.23	0.00	0.93	11.31	15	7	47	0.00	0.9981	0.9982	0.0001	0.9982	0x262cA738b4Cf7f1C25273B221c73E769D0dEDD38	0	0	0	0	0	0	0	0	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
140533	20	25	5	2738743048	4834744538	7573.49	13.89	0.92	11.16	125	125	100	0.00	1.2020	1.2025	0.0005	1.2023	0x668EBd1487871438a705e1BC2C061b60b796059d	1	-887272	887272	0	0	0	0	100	0x2c13383855377faf5a562f1aef47e4be7a0f12ac	USDC.e/scUSD
146840	-67	-66	1	2848645892954313690138	30320268050646900924131	17885.58	10.98	0.92	11.21	33	33	100	0.00	0.9933	0.9934	0.0001	0.9934	0x1A1ad03020b952EE94dA854569399b19Bfa8E964	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
593509	269500	269600	100	1246869	2747387557537853408	6129.51	3.76	0.92	11.19	47	9	19	0.01	505418476712.0798	510497761618.5319	5079284906.4521	507958119165.3058	0xdeFA3B68a62C10510595A42a45B7dD6cE670a3C5	1	-887272	887272	0	0	1	0	100	0x6b19c48449ce9de4254a883749257be5da660bfb	WBTC/WETH
250626	-84250	-84200	50	16671625405515794342875	534562887030631023	9814.85	3.00	0.92	11.15	1	1	100	0.02	0.0002	0.0002	0.0000	0.0002	0x8eBd71AdEF20291B02E9748dC5fdfcb1e3137570	1	-887272	887272	0	0	0	0	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
86608	-80700	-80000	700	8473818544039385313658	2284192734549282032	8611.14	2.63	0.92	11.15	1	1	100	0.01	0.0003	0.0003	0.0000	0.0003	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	6	7	50	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
91964	-80700	-79700	1000	6741665529815937735735	2456928778749185431	8002.30	2.46	0.92	11.24	2	2	100	0.07	0.0003	0.0003	0.0000	0.0003	0x4E48c049FFa6e9606d06d4034F9f561Ab3225d22	1	-887272	887272	0	0	10	9	50	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
