wallet	ichi_vault	apr	total_days	deposit_value	reward_value	deposit_time	deposit_asset0	deposit_asset1
0xa9e9e0414d52658515eb9db6dcdc6055396a031a	0x8bcf8ad9c16f455b54a077f48717c08afa326296	11.25	13	4512.89	18.0753	25/02/14 21:02:00	frxUSD	scUSD
0xcc112a107abe98901b9efd9ac4880a143df48083	0x8bcf8ad9c16f455b54a077f48717c08afa326296	11.09	30	5957.56	54.2911	25/03/27 14:03:00	frxUSD	scUSD
0xa14010166d72ff3cc101c29e95d12adb06146475	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	10.81	20	10306.64	61.0227	25/02/14 18:02:00	frxUSD	scUSD
0x93ae6eef133a1097167a15f585eacf1ddf89151e	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	10.80	9	4157.69	11.0712	25/02/16 1:02:00	frxUSD	scUSD
0x68685789852f46d600472357271b581a7923321f	0x8bcf8ad9c16f455b54a077f48717c08afa326296	10.76	16	13565.20	62.7928	25/04/17 9:04:00	frxUSD	scUSD
0x1c96554bfc81c329361c0918f6f8985ae28acdfd	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	10.75	77	17886.10	401.0370	25/02/15 22:02:00	frxUSD	scUSD
0x392a8341857bbb0d54187b32f250142066b74c75	0x8bcf8ad9c16f455b54a077f48717c08afa326296	10.74	16	20014.00	92.3414	25/04/17 10:04:00	frxUSD	scUSD
0xd3017943cd7fe1d7d3ee9bad909d182639f95ed0	0x8bcf8ad9c16f455b54a077f48717c08afa326296	10.61	59	9999.00	171.4673	25/02/23 18:02:00	frxUSD	scUSD
0xf5e7e15c6d11bac90579aaca28f597789b0b13b2	0x8bcf8ad9c16f455b54a077f48717c08afa326296	10.60	19	1997.31	11.0253	25/02/13 18:02:00	frxUSD	scUSD
0x4aa63e8115c5b29a3e0e062a77c11592931453dc	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	10.26	12	11078.72	37.3817	25/02/16 10:02:00	frxUSD	scUSD
0x4aa63e8115c5b29a3e0e062a77c11592931453dc	0x8bcf8ad9c16f455b54a077f48717c08afa326296	10.11	12	6310.93	20.9779	25/02/15 16:02:00	frxUSD	scUSD
0xe9c0df9bd4607850d410c957fec11ec209de5ef6	0x8bcf8ad9c16f455b54a077f48717c08afa326296	10.09	13	17407.15	62.5683	25/02/14 21:02:00	frxUSD	scUSD
0xbca4d68be543dcefb1a8bccb519503f9ba3f2026	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	9.98	13	62180.34	220.9700	25/02/14 13:02:00	frxUSD	scUSD
0x10e6bdbef34d5279e729142a19b0bce07813b6a8	0x8bcf8ad9c16f455b54a077f48717c08afa326296	9.97	64	11856.00	207.2264	25/02/18 21:02:00	frxUSD	scUSD
0x1572a9bb16a624bd9748c0f365c55935b91aefbf	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	09.09	19	24900.00	117.8589	25/02/13 23:02:00	frxUSD	scUSD
0xd65e3636adf65790bf8994065880f3a7b9226459	0x8bcf8ad9c16f455b54a077f48717c08afa326296	8.85	12	50000.00	145.4050	25/03/27 13:03:00	frxUSD	scUSD
0x0573349c0d6a5ceee9255050ad04f6aa5855607b	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	8.78	5	20108.59	24.1874	25/02/18 10:02:00	frxUSD	scUSD
0x69b235c1c3f16f828b2394193a7abea79ee40c07	0x8bcf8ad9c16f455b54a077f48717c08afa326296	8.46	7	8372.25	13.5835	25/02/13 18:02:00	frxUSD	scUSD
0xaf4c72febccc722a1833b48543dd2eefd660134f	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	8.46	10	126037.00	292.1240	25/03/24 7:03:00	frxUSD	scUSD
0x593faabb0aa17329fb1b948c1e7e39831fa76da6	0x8bcf8ad9c16f455b54a077f48717c08afa326296	8.43	13	9839.96	29.5461	25/03/20 19:03:00	frxUSD	scUSD
0xdbf7b6c8c65254c7af6b877f6b6261e922be91ec	0x8bcf8ad9c16f455b54a077f48717c08afa326296	8.35	8	55402.38	101.4363	25/02/13 21:02:00	frxUSD	scUSD
0x86462590436713cf5292ae561ebaa94f75cd6e07	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	8.16	7	14318.42	22.3975	25/02/15 0:02:00	frxUSD	scUSD
0x82b70c1545b308d7060cc479d197baf2f1590305	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	8.15	12	21018.00	56.3287	25/03/22 19:03:00	frxUSD	scUSD
0x0d83936382408605faa81c7249d4696cddca7a49	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.97	25	245805.86	1341.6664	25/03/13 19:03:00	frxUSD	scUSD
0xf28a43db34ff9292bee72559db766228828de059	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.85	31	10038.14	66.9082	25/03/06 1:03:00	frxUSD	scUSD
0x6b73f63cf407beb818d011b0f1ea144ffa56fb7b	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.69	51	10756.60	115.4400	25/03/13 3:03:00	frxUSD	scUSD
0x597530c4298984f8b8c644893b6213b1c1f047a3	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.64	48	66470.81	668.1645	25/02/16 8:02:00	frxUSD	scUSD
0x9d1861d9e1b20deec5a3b8d203a44c6e4da8b1a0	0x8bcf8ad9c16f455b54a077f48717c08afa326296	7.57	33	12597.51	86.1663	25/02/13 23:02:00	frxUSD	scUSD
0x6ec2abebf375a39cc9044cdfd4b97b08c01820be	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.54	48	5014.48	49.7469	25/02/17 13:02:00	frxUSD	scUSD
0x3f341eccd6ea3a4ca1009c1c937ba12ecb8ebc77	0x8bcf8ad9c16f455b54a077f48717c08afa326296	7.44	11	51335.81	115.0756	25/02/17 16:02:00	frxUSD	scUSD
0xb97f255b37eef7d47dbe1debbecd1f2ecfc37abe	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.42	8	30254.08	49.2231	25/02/18 18:02:00	frxUSD	scUSD
0x00a36bf34c91e0f240b287fa1fb510a0b0479ff9	0x8bcf8ad9c16f455b54a077f48717c08afa326296	7.37	20	9127.25	36.8766	25/03/04 14:03:00	frxUSD	scUSD
0xaee8cdfbe34f12786211f0c7f5f09d6c2565d2d3	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.37	19	241736.22	927.2486	25/03/06 22:03:00	frxUSD	scUSD
0xf29593ac58c78ecc0bf1d0e8b55e819c5b521ae4	0x8bcf8ad9c16f455b54a077f48717c08afa326296	7.34	48	49330.24	476.2950	25/02/21 23:02:00	frxUSD	scUSD
0x0aa77f9523b31fe3b42181a57725604564bae872	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.34	1	80356.86	16.1530	25/03/20 3:03:00	frxUSD	scUSD
0x04261f3a4f4e244b80ed7e3d8b7ff28abd6c4dc9	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	7.18	40	11782.72	92.7033	25/02/17 1:02:00	frxUSD	scUSD
0x59c0d35c292dadac747d9132c474225b2b9026b1	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	07.07	14	7784.11	21.0986	25/02/18 0:02:00	frxUSD	scUSD
0x2b164c5dc6fc03ab19a5f789a9ee2403d20082f3	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	07.05	12	251196.37	582.1868	25/03/27 14:03:00	frxUSD	scUSD
0x4a4cff9e08aa54a138b58d34b9b24b94a0a0a310	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	6.99	77	3034.49	44.4361	25/02/15 15:02:00	frxUSD	scUSD
0x25a1a8afd614558f8419adec58fbb29e96a278c9	0x8bcf8ad9c16f455b54a077f48717c08afa326296	6.81	22	113243.35	464.6974	25/02/18 10:02:00	frxUSD	scUSD
0x0d83936382408605faa81c7249d4696cddca7a49	0x8bcf8ad9c16f455b54a077f48717c08afa326296	6.65	7	244825.40	312.2745	25/03/06 22:03:00	frxUSD	scUSD
0xb984762d646e5bef5556d466f4483c713a58546b	0x8bcf8ad9c16f455b54a077f48717c08afa326296	6.63	7	239690.54	304.7028	25/03/06 22:03:00	frxUSD	scUSD
0xc9077b4b4caf99e8fcafdd282bf732e5afdf0322	0x8bcf8ad9c16f455b54a077f48717c08afa326296	6.52	7	118786.59	148.5793	25/03/07 1:03:00	frxUSD	scUSD
0x66c0d9152209b51977047b9dc3b0b5bf2339b67c	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	6.50	22	3884.24	15.2237	25/02/18 12:02:00	frxUSD	scUSD
0xb0640e7dd1dbb144928dfce54253aa47c8f11960	0x8bcf8ad9c16f455b54a077f48717c08afa326296	6.47	8	92428.72	131.0145	25/03/06 13:03:00	frxUSD	scUSD
0x28107ec1526caec0d8745182ab3d53ca961b0a78	0x8bcf8ad9c16f455b54a077f48717c08afa326296	6.44	8	126808.57	179.0758	25/03/06 13:03:00	frxUSD	scUSD
0x75c108df63381e5b2fae62d610d79a8915911aa8	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	6.41	10	17279.15	30.3685	25/02/19 6:02:00	frxUSD	scUSD
0xcc7c7b4fc3d37d868d1dddf6688013e824360090	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	6.16	18	367451.63	1115.8733	25/03/20 14:03:00	frxUSD	scUSD
0x184e1b79ae0e0d6f9e6a365647eb2d4e45282574	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	6.12	32	291810.62	1564.8745	25/03/07 0:03:00	frxUSD	scUSD
0xe9c0df9bd4607850d410c957fec11ec209de5ef6	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	06.07	20	15611.98	51.9560	25/02/14 21:02:00	frxUSD	scUSD
0x9d9c2d013f85f61badbd209c58eafb83b6e130a9	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	06.07	9	61657.36	92.2755	25/02/20 3:02:00	frxUSD	scUSD
0xd46c81245a0582891c2249daf2d68925977cf2a7	0x8bcf8ad9c16f455b54a077f48717c08afa326296	06.03	24	15563.46	61.6832	25/02/20 9:02:00	frxUSD	scUSD
0x0c8ac71c2052366593f695ebcaa409bd3039c0f4	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	5.97	38	4447.33	27.6363	25/02/18 23:02:00	frxUSD	scUSD
0x08217911346c2b7bb576afed78cec1b1fffffe17	0x8bcf8ad9c16f455b54a077f48717c08afa326296	5.72	15	5203.64	12.2382	25/02/14 10:02:00	frxUSD	scUSD
0xe25a2931d09644cd735beded2ca265ca04c90ff1	0x8bcf8ad9c16f455b54a077f48717c08afa326296	5.67	16	96636.71	240.1459	25/03/20 23:03:00	frxUSD	scUSD
0x20aa2e39a83225c5d5b16675be3c542bf7951004	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	5.60	17	27125.81	70.7146	25/02/21 6:02:00	frxUSD	scUSD
0xe4f0e15f906d40b8c260320d57d091f349d82a3b	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	5.40	13	143585.29	276.0156	25/02/20 3:02:00	frxUSD	scUSD
0xe4f0e15f906d40b8c260320d57d091f349d82a3b	0x8bcf8ad9c16f455b54a077f48717c08afa326296	5.36	9	143456.49	189.7623	25/02/20 3:02:00	frxUSD	scUSD
0x86c9f1392c5c7f7bbcb7ae8f4659266de4eea030	0x8bcf8ad9c16f455b54a077f48717c08afa326296	5.32	9	80033.39	105.0202	25/02/20 3:02:00	frxUSD	scUSD
0x79c51606e4335d13d179eeb5bacf3e702748e8d7	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	5.27	17	83325.57	204.4247	25/03/20 23:03:00	frxUSD	scUSD
0xd63295c755f84fcd57663ea2e2f9e6fee1830139	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	5.26	29	26657.10	111.3210	25/02/18 12:02:00	frxUSD	scUSD
0x9d0214c3db28875fe2b9eb9cd9d4f71e7817890a	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	5.25	1	69788.82	10.0388	25/02/20 22:02:00	frxUSD	scUSD
0xbca4d68be543dcefb1a8bccb519503f9ba3f2026	0x8bcf8ad9c16f455b54a077f48717c08afa326296	5.23	9	121294.70	156.3774	25/02/15 7:02:00	frxUSD	scUSD
0x1a9d043bb12e1aa899b93d21e13e3648441bac70	0x8bcf8ad9c16f455b54a077f48717c08afa326296	05.08	8	129329.10	144.1100	25/02/21 1:02:00	frxUSD	scUSD
0x1a9d043bb12e1aa899b93d21e13e3648441bac70	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	05.05	12	90278.67	149.9226	25/02/21 1:02:00	frxUSD	scUSD
0x703fe82c8f07175319555617e66a5d02d5de939b	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	05.04	14	172812.67	334.1976	25/02/20 23:02:00	frxUSD	scUSD
0x28107ec1526caec0d8745182ab3d53ca961b0a78	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	05.04	14	328035.77	634.5667	25/02/20 23:02:00	frxUSD	scUSD
0xcc7c7b4fc3d37d868d1dddf6688013e824360090	0x8bcf8ad9c16f455b54a077f48717c08afa326296	4.77	1	113563.48	14.8441	25/04/06 21:04:00	frxUSD	scUSD
0x0c48651a250889cfc48ff885d09cdeb480b13dc5	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	4.73	4	50000.00	25.9352	25/02/24 17:02:00	frxUSD	scUSD
0xffae19561c038747c5c9f79f7777c29f28c4b4ad	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	4.68	20	121718.66	312.4134	25/02/15 22:02:00	frxUSD	scUSD
0x1e4abc3c79b0b581bda63c2ee0945baa874a6360	0x8bcf8ad9c16f455b54a077f48717c08afa326296	4.49	9	15875.02	17.5903	25/02/23 2:02:00	frxUSD	scUSD
0x8ad37552ac456e36a43251fc284e5a8298131499	0x8bcf8ad9c16f455b54a077f48717c08afa326296	4.23	12	69181.95	96.2177	25/02/16 2:02:00	frxUSD	scUSD
0x0f1ff2019f5a0fbd27ca9a4b8dc5ca195d45a0d9	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	4.12	9	44561.10	45.2182	25/02/14 11:02:00	frxUSD	scUSD
0xd647164756c5b20489f39df7653d915a77d2dce9	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	3.95	7	133931.00	101.3859	25/02/21 15:02:00	frxUSD	scUSD
0xcea5b295cd1a7e22e3a427a26d8d646c37a15325	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	3.73	7	180447.95	129.1448	25/02/25 21:02:00	frxUSD	scUSD
0x0aa77f9523b31fe3b42181a57725604564bae872	0x8bcf8ad9c16f455b54a077f48717c08afa326296	3.54	5	239759.50	116.3659	25/03/20 3:03:00	frxUSD	scUSD
0xf29593ac58c78ecc0bf1d0e8b55e819c5b521ae4	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	3.43	73	3917.42	26.8802	25/02/19 9:02:00	frxUSD	scUSD
0x8a6a3fe565451f72876d88ba55c6152bbb0c1836	0x8bcf8ad9c16f455b54a077f48717c08afa326296	3.12	29	12493.07	31.0110	25/02/21 17:02:00	frxUSD	scUSD
0xcea5b295cd1a7e22e3a427a26d8d646c37a15325	0x8bcf8ad9c16f455b54a077f48717c08afa326296	03.01	3	59814.09	14.7806	25/02/25 21:02:00	frxUSD	scUSD
0xca9b4399de91a9cf9c29b7ed04c6fa4915ad9173	0x8bcf8ad9c16f455b54a077f48717c08afa326296	2.88	33	248099.24	645.0177	25/03/06 13:03:00	frxUSD	scUSD
0xa3dfd63d59cf2458b387cdcf94ff2fb7b3c159fa	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	2.51	6	60820.03	25.1412	25/02/22 21:02:00	frxUSD	scUSD
0x16ef04260ca959c75bd8d4247874517c9cf74d12	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	2.29	22	25645.24	35.3567	25/02/20 15:02:00	frxUSD	scUSD
0xbf4456c5d6eff4b5f0aefa5372f13216af0285d9	0x8bcf8ad9c16f455b54a077f48717c08afa326296	2.28	22	159632.97	219.5327	25/02/20 3:02:00	frxUSD	scUSD
0xca9b4399de91a9cf9c29b7ed04c6fa4915ad9173	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	2.24	26	377904.97	604.2372	25/02/22 16:02:00	frxUSD	scUSD
0x703fe82c8f07175319555617e66a5d02d5de939b	0x8bcf8ad9c16f455b54a077f48717c08afa326296	2.20	21	181881.55	230.2863	25/02/20 23:02:00	frxUSD	scUSD
0x1ecdd9c3f1e6772112078ae155a3557e72600f3b	0x8bcf8ad9c16f455b54a077f48717c08afa326296	2.14	31	20218.97	36.7996	25/02/15 11:02:00	frxUSD	scUSD
0xaf02f27abf8337fe8c78e9dd22ab85b4661ff50d	0x8bcf8ad9c16f455b54a077f48717c08afa326296	1.99	19	440855.57	457.7456	25/04/10 15:04:00	frxUSD	scUSD
0xe9a71041a30aa685d19164561d699a8f33fa0730	0x8bcf8ad9c16f455b54a077f48717c08afa326296	1.74	79	9992.66	37.5537	25/02/13 3:02:00	frxUSD	scUSD
0x0bb2f8c26420bccc4256b1de875185c937304dc2	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	1.70	30	354625.44	496.7773	25/02/23 14:02:00	frxUSD	scUSD
0x6d7ac63aaa7ba8925dcb3e44be6355261dcf688f	0x8bcf8ad9c16f455b54a077f48717c08afa326296	1.58	69	50221.89	150.0876	25/02/19 0:02:00	frxUSD	scUSD
0x184e1b79ae0e0d6f9e6a365647eb2d4e45282574	0x8bcf8ad9c16f455b54a077f48717c08afa326296	1.44	32	185907.72	234.5862	25/03/07 0:03:00	frxUSD	scUSD
0x5388a7f24e86c9c9d855a98c2f5a339afa6a3acc	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	1.34	74	30142.87	81.7453	25/02/15 7:02:00	frxUSD	scUSD
0xb0640e7dd1dbb144928dfce54253aa47c8f11960	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	1.25	47	175215.79	282.7010	25/02/19 20:02:00	frxUSD	scUSD
0xa2808d78b4860cc03a10e69683815c1a4cf8c047	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	01.05	53	19299.30	29.5106	25/02/15 21:02:00	frxUSD	scUSD
0x0bb2f8c26420bccc4256b1de875185c937304dc2	0x8bcf8ad9c16f455b54a077f48717c08afa326296	01.04	30	202514.74	172.8163	25/02/23 14:02:00	frxUSD	scUSD
0x5388a7f24e86c9c9d855a98c2f5a339afa6a3acc	0x8bcf8ad9c16f455b54a077f48717c08afa326296	01.03	71	148235.00	297.0058	25/02/15 7:02:00	frxUSD	scUSD
0x3b8d5ec7c29373bd03f43fe2257d73ccc7b0fa38	0x8bcf8ad9c16f455b54a077f48717c08afa326296	0.83	51	14228.17	16.4645	25/02/18 20:02:00	frxUSD	scUSD
0xae025de76780d42525b4e0a86af9b51f9b671378	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	0.56	56	323786.92	278.5849	25/02/19 7:02:00	frxUSD	scUSD
0xae025de76780d42525b4e0a86af9b51f9b671378	0x8bcf8ad9c16f455b54a077f48717c08afa326296	0.27	52	114782.32	44.3436	25/02/19 5:02:00	frxUSD	scUSD
0x95e6bf33e6460b76a6728175f0910539f83c96ee	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	0.23	51	57535.90	18.2274	25/03/13 18:03:00	frxUSD	scUSD
0x97b73b8eaa8662381383a67e0dbcab67f78337dd	0x8bcf8ad9c16f455b54a077f48717c08afa326296	0.16	79	108289.97	37.1439	25/02/13 21:02:00	frxUSD	scUSD
0x100e3a6837555104c64d2cf5d71ba20b0eb3e193	0x1b282d69a54a983714bb6bea8caacb29d4cb45b5	0.15	74	439137.00	133.1350	25/02/18 5:02:00	frxUSD	scUSD
